case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,other
age15-130363,2044/45,34,21,16,5,0,0,13,134,93,1091602.43,19253.11,18953.11,300.0,890,26695,-1872,0,-84,-1335,-1853.28,0,-3487.61
age15-130363,2045/46,35,24,22,2,3,0,12,139,93,1137755.97,46153.54,45703.54,450.0,21000,24136,-1872,0,0,-375,-1632,-180,4626.54
age15-130363,2046/47,36,9,4,3,0,0,5,135,93,1180179.19,42423.22,42423.22,0.0,10400,42091,-1872,0,0,-100,-2657.6,0,-5438.18
age15-130363,2047/48,37,18,8,10,0,0,10,138,93,1263109.95,82930.76,81930.76,1000.0,33750,64786,-1872,0,-122,0,-6716.6,-180,-7714.64
age15-130363,2048/49,38,18,13,5,0,0,5,139,93,1307941.82,44831.87,44881.87,-50.0,750,54293,-1872,0,0,-1235,-1568.28,0,-5485.85
age15-130363,2049/50,39,20,14,6,0,0,8,138,93,1331319.18,23377.36,23177.36,200.0,3000,29076,-1872,0,-84,-1335,-1917,-180,-3510.64
age15-130363,2050/51,40,17,11,6,0,0,6,136,93,1352336.75,21017.57,20567.57,450.0,3960,24996,-1872,0,-38,-1335,-1917,0,-3226.43
age15-130363,2051/52,41,21,19,2,3,0,10,135,93,1399201.92,46865.17,46415.17,450.0,22000,23557,-1872,0,-84,-375,-1750.68,-180,5119.85
age15-130363,2052/53,42,29,18,10,0,0,26,142,92,1495203.59,96001.67,94601.67,1400.0,74500,35064,-1872,0,-122,0,-6723.2,-360,-5885.13
age15-130363,2053/54,43,33,20,10,1,1,29,142,91,2093251.88,598048.29,597048.29,1000.0,535250,72326,-1872,0,-84,0,-6559.84,0,-2011.87
age15-130363,2054/55,44,31,15,13,1,0,23,140,91,2759742.53,666490.65,665490.65,1000.0,345600,329363,-1872,0,-122,0,-9240.56,-360,2122.21
age15-130363,2055/56,45,36,19,14,0,0,23,141,89,3342527.06,582784.53,581984.53,800.0,240250,389468,-1716,0,-122,0,-8536.88,-360,-36998.59
age15-130363,2056/57,46,28,18,9,1,0,21,142,88,3756079.55,413552.49,413552.49,0.0,216950,189793,-1872,0,-122,0,-7319.84,-180,16303.33
age15-130363,2057/58,47,32,20,10,1,0,18,140,87,4134267.71,378188.16,377188.16,1000.0,229750,156650,-1014,0,-84,0,-7939.08,-180,5.24
age15-130363,2058/59,48,26,10,11,0,0,9,136,86,4328792.37,194524.66,194524.66,0.0,73550,146365,-1014,0,-122,0,-8646,0,-15608.34
age15-130363,2059/60,49,17,6,11,0,0,7,139,84,4434609.68,105817.31,105017.31,800.0,23600,99006,-1872,0,0,0,-6668.8,0,-9047.89
age15-130363,2060/61,50,15,11,4,0,0,3,136,82,4520442.18,85832.5,85882.5,-50.0,33680,60694,-1872,0,-84,-75,-1003.2,-180,-5277.3
age15-130363,2061/62,51,5,1,4,0,0,0,66,80,4542560.36,22118.18,22168.18,-50.0,4500,22594,-1872,0,0,-75,-1140,0,-1838.82
age15-130363,2062/63,52,5,1,4,0,0,0,64,79,4559773.44,17213.08,17013.08,200.0,0,21788,-1872,0,0,-75,-1140,0,-1687.92
age15-130363,2063/64,53,4,0,4,0,0,0,96,77,4579033.44,19260.0,19310.0,-50.0,0,24275,-1872,0,0,-175,-1045,0,-1873.0
age15-130363,2064/65,54,4,0,4,0,0,0,67,75,4586875.93,7842.49,7892.49,-50.0,0,22744,-1872,0,0,-175,-1219.68,0,-11584.83
age15-130363,2065/66,55,5,1,4,0,0,0,43,72,4590016.78,3140.85,3090.85,50.0,0,19338,-1872,0,0,-175,-1436.16,0,-12763.99
age15-130363,2066/67,56,4,0,4,0,0,0,41,70,4602512.21,12495.43,12545.43,-50.0,0,18763,-1872,0,0,-75,-1386,0,-2884.57
age15-130363,2067/68,57,4,0,4,0,0,0,28,67,4621073.32,18561.11,18611.11,-50.0,0,23525,-1872,0,0,-75,-1140,0,-1826.89
age15-130363,2068/69,58,4,0,4,0,0,0,35,65,4639362.47,18289.15,18339.15,-50.0,0,23069,-1872,0,0,-175,-919.6,0,-1763.25
age15-130363,2069/70,59,5,1,4,0,0,0,42,63,4647349.7,7987.23,7937.23,50.0,0,22762,-1833,0,0,-175,-1219.68,0,-11597.09
age15-130363,2070/71,60,4,0,4,0,0,0,27,61,4650360.14,3010.44,3060.44,-50.0,0,19206,-1755,0,-38,-175,-1436.16,0,-12741.4
age15-130363,2071/72,61,5,1,4,0,0,0,54,58,4657141.94,6781.8,6831.8,-50.0,0,23712,-1872,0,-84,-175,-1632,0,-13117.2
age15-130363,2072/73,62,4,0,4,0,0,0,30,55,4675995.42,18853.48,18903.48,-50.0,0,24244,-585,0,0,-75,-1386,0,-3294.52
age15-130363,2073/74,63,4,0,4,0,0,0,15,53,4696339.56,20344.14,20394.14,-50.0,0,24838,-1443,0,0,-75,-1003.2,0,-1922.66
age15-130363,2074/75,64,4,0,4,0,0,0,27,51,4713701.3,17361.74,17411.74,-50.0,0,22206,-1872,0,0,-175,-1045,0,-1702.26
age15-130363,2075/76,65,4,0,4,0,0,0,32,48,4717558.06,3856.76,3906.76,-50.0,0,18643,-1872,0,0,-175,-1386,0,-11303.24
age18-104729,2026/27,19,44,35,9,4,0,1,102,72,31751.87,23751.87,23551.87,200.0,7910,25303,-6726,0,-8782,-810,-3556.08,-180,10392.95
age18-104729,2027/28,20,19,7,10,0,0,0,99,75,82901.82,51149.95,49149.95,2000.0,14750,41418,-1794,0,0,0,-5549.04,0,324.99
age18-104729,2028/29,21,17,4,13,0,0,1,102,79,140137.05,57235.23,56835.23,400.0,7000,64015,-1872,0,-122,0,-6228,0,-5957.77
age18-104729,2029/30,22,36,31,5,3,0,17,141,82,286464.54,146327.49,146377.49,-50.0,91730,54227,-1872,0,0,-725,-3225,-180,6422.49
age18-104729,2030/31,23,26,13,13,0,0,8,130,82,357158.6,70694.06,69694.06,1000.0,51100,31999,-1872,0,-84,0,-6284,-540,-4624.94
age18-104729,2031/32,24,29,15,11,0,0,13,138,84,451525.04,94366.44,93366.44,1000.0,48750,61584,-1872,0,-122,0,-6893,-180,-7900.56
age18-104729,2032/33,25,28,17,9,0,0,11,141,86,586397.82,134872.78,132872.78,2000.0,83300,65792,-1872,0,-84,0,-7083,0,-7180.22
age18-104729,2033/34,26,20,8,11,0,0,8,142,87,675862.78,89464.96,89464.96,0.0,40300,65196,-1872,0,-38,0,-6798,0,-7323.04
age18-104729,2034/35,27,22,10,12,0,0,12,126,87,751246.74,75383.96,75383.96,0.0,24000,66652,-1872,0,-84,0,-6323,0,-6989.04
age18-104729,2035/36,28,40,34,6,4,0,14,138,89,905511.39,154264.65,154314.65,-50.0,86600,57028,-1872,0,-122,-1685,-4006.8,0,18372.45
age18-104729,2036/37,29,38,31,7,1,0,12,142,90,935121.77,29610.38,29160.38,450.0,13570,28084,-156,0,0,-1685,-3305.28,0,-7347.34
age18-104729,2037/38,30,16,5,11,0,0,12,136,90,981625.26,46503.49,45103.49,1400.0,11750,46310,-1872,0,-122,0,-5583.24,-360,-5019.27
age18-104729,2038/39,31,26,15,10,0,0,20,141,91,1084559.35,102934.09,102134.09,800.0,54900,62465,-1872,0,-84,0,-6159.6,0,-7115.31
age18-104729,2039/40,32,12,7,5,0,0,6,141,92,1132279.65,47720.3,47520.3,200.0,0,57517,-1872,0,0,-1235,-1470.36,0,-5419.34
age18-104729,2040/41,33,16,13,3,2,0,9,141,92,1170189.38,37909.73,37959.73,-50.0,11500,27301,-1872,0,0,-375,-1632,0,3037.73
age18-104729,2041/42,34,12,5,6,0,0,5,139,93,1214058.68,43869.3,43869.3,0.0,14400,36515,-1755,0,0,-100,-1940.8,0,-3249.9
age18-104729,2042/43,35,21,11,10,0,0,19,133,93,1293452.06,79393.38,77393.38,2000.0,30900,59130,-1833,0,-122,0,-4644.64,-360,-5676.98
age18-104729,2043/44,36,22,19,3,0,0,14,138,93,1342670.7,49218.64,49168.64,50.0,2000,57706,-1872,0,0,-1235,-1470.36,0,-5960.0
age18-104729,2044/45,37,32,20,10,0,0,13,134,93,1441456.58,98785.88,97385.88,1400.0,67350,44706,-1872,0,-122,0,-6228,0,-6448.12
age18-104729,2045/46,38,37,25,9,0,0,24,142,93,1590630.18,149173.6,148173.6,1000.0,103500,62626,-1872,0,-84,0,-7463,0,-8533.4
age18-104729,2046/47,39,27,17,10,0,0,17,136,93,1746994.54,156364.36,156364.36,0.0,109850,64876,-1872,0,-122,0,-7083,0,-9284.64
age18-104729,2047/48,40,29,20,9,1,0,24,138,93,1990247.64,243253.1,242253.1,1000.0,185500,67864,-1872,0,-122,0,-7273,0,-1843.9
age18-104729,2048/49,41,20,7,12,0,0,12,143,93,2160839.76,170592.12,169592.12,1000.0,70450,121567,-1872,0,-84,0,-8836,-180,-11452.88
age18-104729,2049/50,42,27,16,9,1,0,24,137,92,2595786.52,434946.76,433946.76,1000.0,269500,171288,-1872,0,-38,0,-8456,0,3524.76
age18-104729,2050/51,43,24,22,2,2,0,11,141,91,2797977.28,202190.76,202140.76,50.0,9290,171288,-1014,0,-84,-375,-1632,-180,24847.76
age18-104729,2051/52,44,13,9,4,0,0,5,125,90,2879590.02,81612.74,81312.74,300.0,350,93059,-1014,0,0,-1235,-1632,0,-8215.26
age18-104729,2052/53,45,12,8,4,0,0,8,135,89,2896942.04,17352.02,17152.02,200.0,125,23778,-1872,0,0,-375,-1632,-180,-2691.98
age18-104729,2053/54,46,15,11,4,1,0,7,123,89,2915300.33,18358.29,18308.29,50.0,2625,20008,-1872,0,-84,-375,-1632,0,-361.71
age18-104729,2054/55,47,15,11,4,0,0,7,136,87,2931645.46,16345.13,16395.13,-50.0,1502.5,21403,-1872,0,-38,-375,-1499.88,-180,-2545.49
age18-104729,2055/56,48,8,4,4,0,0,0,96,86,2949006.66,17361.2,17411.2,-50.0,0,23789,-1833,0,0,-375,-1436.16,-360,-2373.64
age18-104729,2056/57,49,14,10,4,0,0,4,107,85,2965966.02,16959.36,16809.36,150.0,350,24076,-1755,0,0,-1235,-1568.28,-180,-2878.36
age18-104729,2057/58,50,13,6,7,0,0,4,133,83,2980397.71,14431.69,14481.69,-50.0,0,22287,-1872,0,-84,-1335,-2001.48,0,-2512.83
age18-104729,2058/59,51,11,6,5,0,0,6,122,82,2997542.77,17145.06,16845.06,300.0,750,22313,-1872,0,0,-375,-1568.28,0,-2402.66
age18-104729,2059/60,52,11,6,5,0,0,2,130,80,3011280.81,13738.04,13288.04,450.0,540,18920,-1872,0,0,-375,-1632,0,-2292.96
age18-104729,2060/61,53,7,2,5,0,0,0,71,78,3026637.42,15356.61,15156.61,200.0,0,21110,-1872,0,0,-375,-1499.88,0,-2206.51
age18-104729,2061/62,54,8,2,6,0,0,1,101,77,3038843.23,12205.81,12155.81,50.0,0,17772,-1872,0,-38,-375,-1436.16,0,-1895.03
age18-104729,2062/63,55,8,3,5,0,0,0,58,74,3053445.71,14602.48,14402.48,200.0,0,21662,-1872,0,-84,-1235,-1632,-180,-2256.52
age18-104729,2063/64,56,6,0,6,0,0,0,51,72,3071401.12,17955.41,17905.41,50.0,0,24167,-1872,0,0,-375,-1632,0,-2382.59
age18-104729,2064/65,57,6,0,6,0,0,0,44,70,3081913.36,10512.24,10462.24,50.0,0,16316,-1872,0,0,-375,-1632,-180,-1794.76
age18-104729,2065/66,58,6,0,6,0,0,0,53,68,3092839.5,10926.14,10976.14,-50.0,0,15472,-585,0,0,-375,-1632,-180,-1723.86
age18-104729,2066/67,59,7,1,6,0,0,0,44,66,3105825.68,12986.18,13036.18,-50.0,0,18500,-1443,0,0,-375,-1632,0,-2013.82
age18-104729,2067/68,60,8,0,8,0,0,0,59,64,3118222.4,12396.72,12446.72,-50.0,0,19912,-1872,0,0,-1335,-2202,0,-2056.28
age18-104729,2068/69,61,8,0,8,0,0,0,34,62,3121198.05,2975.65,3025.65,-50.0,0,9704,-1872,0,0,-1335,-2202,0,-1269.35
age18-104729,2069/70,62,6,0,6,0,0,0,52,60,3126415.18,5217.13,5167.13,50.0,0,10385,-1872,0,0,-375,-1632,0,-1338.87
age18-104729,2070/71,63,6,0,6,0,0,0,66,57,3137050.49,10635.31,10685.31,-50.0,0,16284,-1794,0,0,-375,-1632,0,-1797.69
age18-104729,2071/72,64,6,0,6,0,0,0,40,55,3150767.05,13716.56,13666.56,50.0,0,19488,-1794,0,0,-375,-1436.16,-180,-2036.28
age18-104729,2072/73,65,6,0,6,0,0,0,44,53,3161052.29,10285.24,10085.24,200.0,0,15783,-1872,0,-84,-375,-1632,0,-1734.76
age18-130363,2026/27,19,45,30,15,1,0,0,83,72,24686.18,16686.18,16736.18,-50.0,5450,26645,-5230,0,-8782,-1770,-4576.8,-180,5179.98
age18-130363,2027/28,20,56,44,12,2,0,2,129,75,45506.03,20819.85,20519.85,300.0,3232,22700,-1755,0,-122,-1830,-4224.88,-360,2879.73
age18-130363,2028/29,21,60,52,8,4,0,9,134,79,75140.4,29634.37,29584.37,50.0,7630,26373,-1872,0,-84,-1830,-4295.28,-540,4202.65
age18-130363,2029/30,22,21,9,12,0,0,2,134,81,129655.84,54515.44,53515.44,1000.0,21000,44417,-1872,0,-38,0,-5480.64,0,-4510.92
age18-130363,2030/31,23,20,7,12,0,0,3,125,82,201576.58,71920.74,71120.74,800.0,20750,63918,-1872,0,-84,0,-4747.24,0,-6844.02
age18-130363,2031/32,24,35,26,9,1,0,13,138,84,252540.0,50963.42,50913.42,50.0,12070,51518,-1872,0,-84,-1685,-3556.08,-540,-4937.5
age18-130363,2032/33,25,24,13,9,0,0,13,138,85,308375.52,55835.52,55835.52,0.0,38100,29976,-1872,0,-38,0,-5480.64,0,-4849.84
age18-130363,2033/34,26,22,9,12,0,0,7,139,86,377853.32,69477.8,67477.8,2000.0,24000,57534,-1872,0,-84,0,-5480.64,0,-6619.56
age18-130363,2034/35,27,33,27,6,2,0,17,141,87,514439.6,136586.28,136286.28,300.0,88600,53548,-1872,0,-122,-725,-2838,0,-304.72
age18-130363,2035/36,28,27,15,11,1,0,19,143,88,663258.54,148818.94,147818.94,1000.0,129000,29547,-1872,0,0,0,-6759,0,-2097.06
age18-130363,2036/37,29,21,10,11,0,0,14,142,89,747035.8,83777.26,81777.26,2000.0,37500,60635,-1872,0,-122,0,-6782.8,-360,-7220.94
age18-130363,2037/38,30,21,9,10,0,0,8,134,90,853198.85,106163.05,104763.05,1400.0,51250,67467,-156,0,-84,0,-6248.24,-180,-7285.71
age18-130363,2038/39,31,40,32,8,1,0,27,138,90,940215.65,87016.8,86816.8,200.0,46350,54317,-1872,0,-38,-725,-3225,0,-7990.2
age18-130363,2039/40,32,29,15,10,0,0,24,144,91,995376.32,55160.67,55160.67,0.0,37500,30967,-1872,0,-84,0,-6379,0,-4971.33
age18-130363,2040/41,33,36,25,8,2,1,22,135,91,1604656.28,609279.96,608279.96,1000.0,556900,58817,-1833,0,-122,0,-6701.96,0,1219.92
age18-130363,2041/42,34,31,16,14,1,0,18,141,92,2034829.98,430173.7,429773.7,400.0,247350,192084,-1755,0,-84,0,-8536.88,-360,1075.58
age18-130363,2042/43,35,31,17,14,0,0,15,139,92,2608859.14,574029.16,572629.16,1400.0,208450,411476,-1872,0,-122,0,-7412.24,-720,-37170.6
age18-130363,2043/44,36,19,6,12,0,0,5,115,92,2891826.82,282967.68,280967.68,2000.0,44850,266884,-1872,0,-84,0,-6651.04,0,-22159.28
age18-130363,2044/45,37,23,13,10,0,0,19,140,92,3009095.09,117268.27,116268.27,1000.0,36000,97400,-1872,0,-38,0,-5564.24,-180,-9477.49
age18-130363,2045/46,38,34,26,8,1,0,11,137,92,3163736.26,154641.17,154341.17,300.0,80750,86025,-1872,0,-84,-1535,-3305.28,-540,-5097.55
age18-130363,2046/47,39,31,22,9,0,0,11,138,92,3201890.99,38154.73,37704.73,450.0,6290,47806,-1872,0,-122,-1635,-3556.08,-180,-9026.19
age18-130363,2047/48,40,6,1,4,0,0,1,114,92,3238727.7,36836.71,35836.71,1000.0,3000,42805,-1872,0,0,-100,-2657.6,0,-5338.69
age18-130363,2048/49,41,33,22,11,0,0,28,139,92,3568407.97,329680.27,327680.27,2000.0,283650,61946,-1872,0,-122,0,-7901.52,-360,-7660.21
age18-130363,2049/50,42,31,20,9,0,0,29,141,91,3824540.63,256132.66,255132.66,1000.0,138150,141369,-1872,0,-84,0,-8026.48,-360,-14043.86
age18-130363,2050/51,43,18,5,13,0,0,6,142,90,4035085.95,210545.32,210145.32,400.0,52600,183300,-1872,0,-122,0,-7859.28,-180,-15721.4
age18-130363,2051/52,44,32,19,11,0,0,18,137,89,4250990.32,215904.37,215504.37,400.0,80600,159471,-1014,0,0,0,-6567.44,-540,-16445.19
age18-130363,2052/53,45,15,12,3,1,0,8,137,88,4369195.61,118205.29,118005.29,200.0,39000,85888,-1014,0,-84,-175,-1219.68,-360,-4030.03
age18-130363,2053/54,46,17,15,2,2,0,6,117,87,4426572.8,57377.19,57077.19,300.0,37000,27863,-1872,0,-38,-175,-1632,0,-4068.81
age18-130363,2054/55,47,13,9,4,0,0,6,134,86,4430449.58,3876.78,3676.78,200.0,5092.5,15432,-1872,0,0,-175,-1632,-360,-12808.72
age18-130363,2055/56,48,16,13,3,1,0,6,135,85,4520601.66,90152.08,89852.08,300.0,75750,18512,-1794,0,-84,-75,-1219.68,-180,-1057.24
age18-130363,2056/57,49,6,2,4,0,0,3,120,83,4525205.12,4603.46,4553.46,50.0,62.5,8112,-1794,0,0,-75,-1140,0,-612.04
age18-130363,2057/58,50,6,2,4,0,0,1,103,82,4543733.16,18528.04,18478.04,50.0,0,23556,-1872,0,0,-175,-1045,-180,-1805.96
age18-130363,2058/59,51,5,1,4,0,0,0,69,80,4569843.69,26110.53,26060.53,50.0,4500,26637,-1872,0,0,-75,-1003.2,0,-2126.27
age18-130363,2059/60,52,10,6,4,0,0,2,128,78,4588210.91,18367.22,18417.22,-50.0,12000,21637,-1872,0,0,-175,-1219.68,-180,-11773.1
age18-130363,2060/61,53,5,1,4,0,0,0,80,76,4603113.05,14902.14,14852.14,50.0,0,21069,-1872,0,0,-75,-1219.68,0,-3050.18
age18-130363,2061/62,54,4,0,4,0,0,0,49,74,4622322.05,19209.0,19009.0,200.0,0,23937,-1872,0,0,-75,-1140,0,-1841.0
age18-130363,2062/63,55,4,0,4,0,0,0,53,72,4636708.1,14386.05,14336.05,50.0,0,18875,-1872,0,0,-75,-1140,0,-1451.95
age18-130363,2063/64,56,4,0,4,0,0,0,37,69,4655067.98,18359.88,18409.88,-50.0,0,23287,-1872,0,0,-175,-1045,0,-1785.12
age18-130363,2064/65,57,5,1,4,0,0,0,39,67,4662771.16,7703.18,7753.18,-50.0,0,22726,-1872,0,-122,-175,-1219.68,0,-11584.14
age18-130363,2065/66,58,4,0,4,0,0,0,31,65,4665694.9,2923.74,2623.74,300.0,0,18832,-1872,0,0,-175,-1436.16,0,-12725.1
age18-130363,2066/67,59,4,0,4,0,0,0,59,63,4683164.12,17469.22,17519.22,-50.0,0,22768,-585,0,0,-75,-1386,0,-3202.78
age18-130363,2067/68,60,4,0,4,0,0,0,43,61,4698027.5,14863.38,14913.38,-50.0,0,18888,-1443,0,0,-75,-1003.2,0,-1453.42
age18-130363,2068/69,61,4,0,4,0,0,0,28,57,4703216.92,5189.42,5239.42,-50.0,0,19888,-1872,0,0,-275,-1136.08,0,-11365.5
age18-130363,2069/70,62,4,0,4,0,0,0,29,55,4716238.76,13021.84,13071.84,-50.0,0,30157,-1872,0,0,-175,-1436.16,0,-13602
age18-130363,2070/71,63,4,0,4,0,0,0,18,53,4723833.28,7594.52,7644.52,-50.0,0,24136,-1755,0,0,-175,-1436.16,0,-13125.32
age18-130363,2071/72,64,4,0,4,0,0,0,26,50,4729180.13,5346.85,5396.85,-50.0,0,21833,-1833,0,0,-175,-1436.16,0,-12991.99
age18-130363,2072/73,65,4,0,4,0,0,0,27,48,4743763.03,14582.9,14632.9,-50.0,0,20836,-1872,0,0,-75,-1219.68,0,-3036.42
age21-104729,2026/27,22,18,11,7,0,0,0,89,77,26111.29,18111.29,18161.29,-50.0,1290,24834,-7014,0,-8782,-1335,-1854.16,-180,11202.45
age21-104729,2027/28,23,34,25,9,0,0,7,119,80,43740.99,17629.7,17179.7,450.0,1600,19794,-3158,0,0,-1785,-3744.84,0,4473.54
age21-104729,2028/29,24,26,14,10,0,0,8,139,82,108241.54,64500.55,63500.55,1000.0,30450,42781,-1872,0,-122,0,-6228,-180,-1328.45
age21-104729,2029/30,25,28,16,11,0,0,10,135,84,193682.09,85440.55,85040.55,400.0,39200,62852,-1872,0,-84,0,-6228,-360,-8467.45
age21-104729,2030/31,26,49,44,5,3,0,26,134,85,343261.44,149579.35,149629.35,-50.0,87940,61164,-1872,0,-122,-1685,-3305.28,-180,7689.63
age21-104729,2031/32,27,26,13,10,0,0,14,139,86,415561.14,72299.7,70899.7,1400.0,33100,51713,-1872,0,-84,0,-5480.64,0,-6476.66
age21-104729,2032/33,28,25,13,11,0,0,15,136,88,522866.64,107305.5,105305.5,2000.0,58400,61634,-1872,0,-38,0,-5963.24,-180,-6675.26
age21-104729,2033/34,29,43,38,5,3,0,24,138,88,675278.68,152412.04,152212.04,200.0,84350,65968,-1872,0,-84,-1685,-3756,-180,9471.04
age21-104729,2034/35,30,24,14,8,0,0,21,139,89,764764.76,89486.08,87486.08,2000.0,46600,56924,-1872,0,-122,0,-6513,-180,-7350.92
age21-104729,2035/36,31,35,23,10,0,0,16,132,90,928294.13,163529.37,162129.37,1400.0,113250,65885,-1872,0,-122,0,-6233.04,-180,-8598.59
age21-104729,2036/37,32,29,15,10,0,0,18,141,91,1046898.63,118604.5,118604.5,0.0,69100,67110,-1872,0,-84,0,-6829.64,0,-8819.86
age21-104729,2037/38,33,21,10,11,0,0,13,139,91,1150011.47,103112.84,102112.84,1000.0,46350,71036,-585,0,0,0,-6798,-180,-7710.16
age21-104729,2038/39,34,19,16,3,2,0,9,136,92,1239112.13,89100.66,88650.66,450.0,17250,68334,-1443,0,-122,-375,-1632,0,6638.66
age21-104729,2039/40,35,26,12,12,0,0,12,138,92,1299523.56,60411.43,58411.43,2000.0,29250,43584,-1872,0,0,0,-6228,0,-6322.57
age21-104729,2040/41,36,29,18,11,0,0,18,141,92,1411150.09,111626.53,111626.53,0.0,64850,62861,-1872,0,-122,0,-5647.84,0,-8442.63
age21-104729,2041/42,37,17,12,5,0,0,5,139,92,1457432.9,46282.81,46082.81,200.0,540,55925,-1755,0,-84,-1335,-1853.28,0,-5354.91
age21-104729,2042/43,38,15,10,5,0,0,3,117,92,1481352.13,23919.23,23719.23,200.0,750,31441,-1833,0,0,-1335,-1917,0,-3386.77
age21-104729,2043/44,39,14,8,6,0,0,9,141,92,1496915.21,15563.08,15263.08,300.0,0,23142,-1872,0,0,-1335,-1917,0,-2754.92
age21-104729,2044/45,40,20,16,4,0,0,9,143,92,1512099.05,15183.84,15133.84,50.0,1100,22349,-1872,0,-122,-1335,-1750.68,0,-3235.48
age21-104729,2045/46,41,16,6,9,0,0,13,144,92,1544525.3,32426.25,30426.25,2000.0,10750,31021,-1872,0,0,0,-5229.84,0,-4242.91
age21-104729,2046/47,42,19,9,10,0,0,16,142,91,1612063.45,67538.15,67138.15,400.0,21850,60998,-1872,0,-84,0,-6038,-180,-7535.85
age21-104729,2047/48,43,18,15,3,1,0,10,132,91,1655843.34,43779.89,43729.89,50.0,6602.5,40921,-1872,0,0,-375,-1632,0,85.39
age21-104729,2048/49,44,14,9,5,0,0,7,138,90,1674518.42,18675.08,18475.08,200.0,900,24154,-1872,0,-38,-375,-1499.88,0,-2794.04
age21-104729,2049/50,45,14,9,5,0,0,8,137,89,1692613.43,18095.01,18145.01,-50.0,890,23971,-1872,0,0,-375,-1568.28,-180,-2720.71
age21-104729,2050/51,46,18,14,4,1,0,12,132,88,1719135.15,26521.72,26321.72,200.0,6125,24329,-1872,0,-84,-375,-1632,0,-169.28
age21-104729,2051/52,47,11,6,5,0,0,2,136,87,1736151.42,17016.27,17066.27,-50.0,350,23466,-1443,0,0,-1235,-1470.36,0,-2601.37
age21-104729,2052/53,48,18,15,3,1,0,8,135,85,1767053.37,30901.95,30701.95,200.0,9525,24168,-585,0,0,-375,-1632,0,-399.05
age21-104729,2053/54,49,18,5,12,0,0,3,138,84,1810759.23,43705.86,43705.86,0.0,12500,43928,-1872,0,-122,0,-5962.56,0,-4765.58
age21-104729,2054/55,50,14,1,10,0,0,3,137,83,1866600.57,55841.34,55841.34,0.0,6750,63208,-1872,0,0,0,-5746.08,-360,-6138.58
age21-104729,2055/56,51,7,2,5,0,0,1,100,82,1883152.94,16552.37,16352.37,200.0,0,22455,-1833,0,0,-375,-1632,0,-2262.63
age21-104729,2056/57,52,10,5,5,0,0,1,104,80,1898770.45,15617.51,15667.51,-50.0,0,22908,-1755,0,-84,-1235,-1470.36,-180,-2516.13
age21-104729,2057/58,53,10,2,8,0,0,0,90,78,1913999.63,15229.18,15029.18,200.0,0,23119,-1872,0,0,-1335,-2202,-360,-2320.82
age21-104729,2058/59,54,8,3,5,0,0,2,106,76,1931114.71,17115.08,17165.08,-50.0,0,23448,-1872,0,0,-375,-1632,0,-2403.92
age21-104729,2059/60,55,6,1,5,0,0,0,79,74,1943610.52,12495.81,12045.81,450.0,0,17789,-1872,0,-38,-375,-1563.6,0,-1894.59
age21-104729,2060/61,56,6,0,6,0,0,0,65,72,1953834.08,10223.56,10273.56,-50.0,0,15769,-1872,0,0,-375,-1504.56,0,-1743.88
age21-104729,2061/62,57,6,0,6,0,0,0,63,70,1965435.57,11601.49,11651.49,-50.0,0,17183,-1872,0,0,-375,-1436.16,0,-1848.35
age21-104729,2062/63,58,9,1,8,0,0,0,61,67,1977678.81,12243.24,12193.24,50.0,0,19500,-1872,0,0,-1335,-2074.56,0,-2025.2
age21-104729,2063/64,59,6,1,5,0,0,0,61,65,1995399.31,17720.5,17770.5,-50.0,0,24426,-1872,0,0,-375,-1632,-360,-2416.5
age21-104729,2064/65,60,7,2,5,0,0,0,42,64,2001681.9,6282.59,6332.59,-50.0,0,11646,-1872,0,0,-375,-1632,0,-1434.41
age21-104729,2065/66,61,6,0,6,0,0,0,28,61,2015545.04,13863.14,13913.14,-50.0,0,20206,-1872,0,-84,-375,-1499.88,-360,-2101.98
age21-104729,2066/67,62,6,0,6,0,0,0,29,59,2031973.84,16428.8,16478.8,-50.0,0,21502,-1014,0,0,-375,-1436.16,0,-2198.04
age21-104729,2067/68,63,8,0,8,0,0,0,30,57,2044167.31,12193.47,12243.47,-50.0,0,18708,-1014,0,0,-1335,-2138.28,0,-1977.25
age21-104729,2068/69,64,8,0,8,0,0,0,33,55,2047339.07,3171.76,3221.76,-50.0,0,9941,-1872,0,0,-1335,-2202,0,-1310.24
age21-104729,2069/70,65,6,0,6,0,0,0,31,52,2051071.64,3732.57,3782.57,-50.0,0,8885,-1872,0,0,-375,-1632,0,-1223.43
age21-130363,2026/27,22,21,15,6,0,0,2,101,78,26705.77,18705.77,18405.77,300.0,1760,26687,-8510,0,-8782,-1335,-2072.8,0,10658.57
age21-130363,2027/28,23,13,6,6,0,0,1,100,80,68221.4,41515.63,40515.63,1000.0,8700,32431,-1794,0,0,-200,-2908.4,-180,4467.03
age21-130363,2028/29,24,28,17,11,0,0,3,112,83,160958.65,92737.25,91337.25,1400.0,47000,58475,-1872,0,-84,0,-5666.84,-540,-5974.91
age21-130363,2029/30,25,47,43,4,4,0,20,144,84,322693.74,161735.09,161285.09,450.0,91820,60641,-1014,0,-122,-1685,-3756,-180,15581.09
