case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,teamAndStoryEvents,other
age15-130363,2040/41,30,20,9,9,0,0,16,141,90,893949.26,95751.46,95751.46,0.0,51150,60086,-1755,0,-38,0,-6907.16,0,1000,-7784.38
age15-130363,2041/42,31,16,6,9,0,0,7,136,91,984856.72,90907.46,90907.46,0.0,33150,72293,-1833,0,-84,0,-5664.56,-360,1000,-7593.98
age15-130363,2042/43,32,13,9,4,0,0,6,135,91,1037367.55,52510.83,52510.83,0.0,0,61326,-1014,0,0,-1235,-1185.36,0,300,-5680.81
age15-130363,2043/44,33,27,16,9,0,0,21,141,92,1104688.55,67321.0,67321.0,0.0,41100,37216,-1014,0,-122,0,-6228,-180,2000,-5451.0
age15-130363,2044/45,34,25,15,10,0,0,15,131,92,1190334.72,85646.17,85646.17,0.0,40500,59534,-1872,0,-84,0,-6551,0,800,-6680.83
age15-130363,2045/46,35,12,9,3,0,0,7,135,93,1234377.79,44043.07,44043.07,0.0,0,53387,-1872,0,0,-1235,-1185.36,-180,300,-5171.57
age15-130363,2046/47,36,35,22,10,0,0,23,144,93,1319698.79,85321.0,85321.0,0.0,62900,39191,-1872,0,-122,0,-6608,-180,400,-8388.0
age15-130363,2047/48,37,27,17,9,0,0,19,137,93,1430252.54,110553.75,110553.75,0.0,57600,68758,-1872,0,-84,0,-6646,-180,2000,-9022.25
age15-130363,2048/49,38,29,17,11,1,0,9,136,93,1593079.34,162826.8,162826.8,0.0,101850,69004,-1872,0,-38,0,-6430.64,0,2000,-1686.56
age15-130363,2049/50,39,18,7,10,0,0,16,135,93,1677165.95,84086.61,84086.61,0.0,32750,65011,-1872,0,-84,0,-5982.24,0,1400,-7136.15
age15-130363,2050/51,40,26,15,9,0,0,14,141,93,1771753.93,94587.98,94587.98,0.0,43000,65854,-1872,0,-122,0,-5815.04,0,1000,-7456.98
age15-130363,2051/52,41,14,11,3,1,0,6,129,92,1828134.7,56380.77,56380.77,0.0,9350,50325,-1872,0,0,-375,-1568.28,0,450,71.05
age15-130363,2052/53,42,17,4,12,0,0,6,135,92,1875286.14,47151.44,47151.44,0.0,15250,44464,-1872,0,0,0,-6228,0,1400,-5862.56
age15-130363,2053/54,43,26,12,12,0,0,15,138,91,1947409.4,72123.26,72123.26,0.0,23900,63188,-1872,0,-122,0,-6228,-180,1000,-7562.74
age15-130363,2054/55,44,18,14,4,0,0,6,133,90,1983533.87,36124.47,36124.47,0.0,2090,41949,-1872,0,0,-375,-1499.88,0,200,-4367.65
age15-130363,2055/56,45,20,17,3,1,0,9,137,89,2009135.08,25601.21,25601.21,0.0,2100,27167,-1716,0,-84,-375,-1436.16,-180,50,75.37
age15-130363,2056/57,46,11,6,5,0,0,5,130,88,2021935.66,12800.58,12800.58,0.0,0,19939,-1872,0,0,-1235,-1436.16,-180,-50,-2365.26
age15-130363,2057/58,47,14,10,4,0,0,8,139,87,2039341.89,17406.23,17406.23,0.0,0,23579,-156,0,-38,-1335,-1917,0,50,-2776.77
age15-130363,2058/59,48,25,13,12,0,0,7,137,85,2111557.51,72215.62,72215.62,0.0,42800,42062,-1872,0,-84,0,-6228,0,2000,-6462.38
age15-130363,2059/60,49,19,7,10,0,0,10,138,84,2178200.8,66643.29,66643.29,0.0,20250,60084,-1872,0,-84,0,-6228,-360,1400,-6546.71
age15-130363,2060/61,50,12,7,5,0,0,3,125,82,2219896.98,41696.18,41696.18,0.0,250,50170,-1872,0,-38,-375,-1499.88,-360,-50,-4528.94
age15-130363,2061/62,51,10,6,4,0,0,3,128,80,2240319.72,20422.74,20422.74,0.0,0,26659,-1872,0,0,-375,-1568.28,0,200,-2620.98
age15-130363,2062/63,52,8,3,5,0,0,0,99,79,2256723.76,16404.04,16404.04,0.0,0,23436,-1872,0,0,-1235,-1632,0,200,-2492.96
age15-130363,2063/64,53,6,0,6,0,0,0,80,76,2273726.13,17002.37,17002.37,0.0,0,23349,-1872,0,0,-375,-1632,-180,50,-2337.63
age15-130363,2064/65,54,8,4,4,0,0,0,52,74,2287719.21,13993.08,13993.08,0.0,0,19812,-1872,0,0,-375,-1436.16,0,-50,-2085.76
age15-130363,2065/66,55,7,1,6,0,0,1,108,72,2304066.38,16347.17,16347.17,0.0,0,22507,-1872,0,-84,-375,-1436.16,-180,50,-2262.67
age15-130363,2066/67,56,6,1,5,0,0,0,94,70,2320943.38,16877.0,16877.0,0.0,0,23016,-1872,0,0,-375,-1632,0,50,-2310.0
age15-130363,2067/68,57,8,0,8,0,0,0,62,67,2331724.1,10780.72,10780.72,0.0,0,18084,-1872,0,0,-1335,-2133.6,0,-50,-1912.68
age15-130363,2068/69,58,8,1,7,0,0,0,53,65,2333216.29,1492.19,1492.19,0.0,0,8161,-1872,0,0,-1335,-2006.16,-360,50,-1145.65
age15-130363,2069/70,59,7,1,6,0,0,0,36,63,2337443.61,4227.32,4227.32,0.0,0,9383,-1833,0,0,-375,-1632,0,-50,-1265.68
age15-130363,2070/71,60,6,1,5,0,0,0,35,60,2347702.5,10258.89,10258.89,0.0,0,15603,-1755,0,0,-375,-1436.16,0,-50,-1727.95
age15-130363,2071/72,61,6,0,6,0,0,0,46,58,2363614.88,15912.38,15912.38,0.0,0,21732,-1443,0,0,-375,-1568.28,-180,-50,-2203.34
age15-130363,2072/73,62,6,0,6,0,0,0,27,55,2378282.96,14668.08,14668.08,0.0,0,19368,-585,0,-38,-375,-1632,0,-50,-2019.92
age15-130363,2073/74,63,8,0,8,0,0,0,27,52,2386547.84,8264.88,8264.88,0.0,0,15148,-1872,0,0,-1335,-1937.76,0,-50,-1688.36
age15-130363,2074/75,64,8,0,8,0,0,0,43,50,2387909.09,1361.25,1361.25,0.0,0,8022,-1872,0,-84,-1335,-2006.16,-180,-50,-1133.59
age15-130363,2075/76,65,6,0,6,0,0,0,25,48,2393556.54,5647.45,5647.45,0.0,0,10904,-1872,0,0,-375,-1597.8,0,-50,-1361.75
age18-104729,2026/27,19,44,35,9,4,0,1,102,72,31751.87,23751.87,23751.87,0.0,7910,25303,-6726,0,-8782,-810,-3556.08,-180,200,10392.95
age18-104729,2027/28,20,18,6,10,0,0,0,91,75,81896.62,50144.75,50144.75,0.0,14000,41418,-1794,0,0,0,-5549.04,0,1400,669.79
age18-104729,2028/29,21,16,3,13,0,0,1,102,79,139904.67,58008.05,58008.05,0.0,7750,64411,-1872,0,-84,0,-6228,0,0,-5968.95
age18-104729,2029/30,22,38,32,6,2,0,12,137,82,229291.46,89386.79,89386.79,0.0,40040,54767,-1872,0,-38,-1685,-3756,-180,200,1910.79
age18-104729,2030/31,23,27,14,13,0,0,8,130,82,280906.52,51615.06,51615.06,0.0,32600,31999,-1872,0,-84,0,-6228,-360,1400,-5839.94
age18-104729,2031/32,24,25,13,11,0,0,8,130,84,365137.96,84231.44,84231.44,0.0,36600,61584,-1872,0,-122,0,-6228,-180,1400,-6950.56
age18-104729,2032/33,25,43,35,8,2,0,17,141,86,491406.38,126268.42,126268.42,0.0,82520,48748,-1872,0,-84,-1685,-4041,0,200,2482.42
age18-104729,2033/34,26,41,33,8,1,0,19,140,87,589563.68,98157.3,98157.3,0.0,82000,29528,-1872,0,-38,-1785,-4311,0,200,-5564.7
age18-104729,2034/35,27,38,26,10,1,0,25,141,87,836480.34,246916.66,246916.66,0.0,216700,40854,-1872,0,-122,0,-7273,0,1000,-2370.34
age18-104729,2035/36,28,31,15,15,1,0,13,131,88,1083254.74,246774.4,246774.4,0.0,166450,94159,-1872,0,-84,0,-7245.04,0,1000,-5633.56
age18-104729,2036/37,29,18,6,10,0,0,10,139,89,1236193.19,152938.45,152938.45,0.0,54200,115365,-156,0,-122,0,-6901.84,-180,1000,-10266.71
age18-104729,2037/38,30,31,18,12,1,1,18,140,90,1889265.09,653071.9,653071.9,0.0,527650,135230,-1872,0,-84,0,-8952.24,-180,1400,-119.86
age18-104729,2038/39,31,33,17,15,0,0,25,145,91,2259976.49,370711.4,370711.4,0.0,198300,204659,-1872,0,-122,0,-9574.4,0,1000,-21679.2
age18-104729,2039/40,32,32,19,10,1,0,12,144,91,2733220.77,473244.28,473244.28,0.0,188200,282473,-1872,0,-122,0,-7942.88,0,1000,11508.16
age18-104729,2040/41,33,25,14,10,0,0,16,138,92,3044753.98,311533.21,311533.21,0.0,76100,267688,-1872,0,0,0,-6400.24,-180,400,-24202.55
age18-104729,2041/42,34,21,10,10,0,0,12,140,92,3133906.5,89152.52,89152.52,0.0,35100,68301,-1755,0,-84,0,-5815.04,-180,2000,-8414.44
age18-104729,2042/43,35,15,13,2,0,0,9,134,93,3165022.88,31116.38,31116.38,0.0,750,38472,-1833,0,-38,-1235,-1185.36,0,200,-4014.26
age18-104729,2043/44,36,27,16,10,0,0,11,134,93,3225149.4,60126.52,60126.52,0.0,37400,35668,-1872,0,-84,0,-5480.64,-180,0,-5324.84
age18-104729,2044/45,37,28,17,10,0,0,16,141,93,3337492.74,112343.34,112343.34,0.0,66600,58380,-1872,0,-122,0,-5872.04,-180,2000,-6590.62
age18-104729,2045/46,38,12,6,6,0,0,6,138,93,3378489.32,40996.58,40996.58,0.0,0,50465,-1872,0,0,-1235,-1499.88,-180,50,-4731.54
age18-104729,2046/47,39,15,10,5,0,0,9,139,93,3400560.81,22071.49,22071.49,0.0,750,29408,-1872,0,0,-1335,-1686.96,-180,200,-3212.55
age18-104729,2047/48,40,28,16,10,0,0,14,144,93,3481604.14,81043.33,81043.33,0.0,67000,24938,-1872,0,-122,0,-5647.84,0,1400,-4652.83
age18-104729,2048/49,41,29,20,8,0,0,19,139,92,3744475.53,262871.39,262871.39,0.0,219600,61007,-1872,0,-168,0,-6988,0,0,-8707.61
age18-104729,2049/50,42,19,5,12,0,0,15,137,92,3838201.11,93725.58,93725.58,0.0,71300,38194,-1872,0,-38,0,-8836,0,0,-5022.42
age18-104729,2050/51,43,42,28,14,2,0,24,138,91,4248620.31,410419.2,410419.2,0.0,345750,69212,-1014,0,-84,0,-8219,0,1000,3774.2
age18-104729,2051/52,44,25,14,11,0,0,24,147,90,4377201.39,128581.08,128581.08,0.0,74600,70382,-1014,0,-122,0,-7368,-360,1000,-8536.92
age18-104729,2052/53,45,41,19,19,1,0,12,137,89,4690566.36,313364.97,313364.97,0.0,229800,98432,-1872,0,-122,0,-8043,0,2000,-6830.03
age18-104729,2053/54,46,27,14,12,0,0,16,136,88,4921426.56,230860.2,230860.2,0.0,108850,146100,-1872,0,-84,0,-8504,-360,1000,-14269.8
age18-104729,2054/55,47,27,14,11,0,0,13,136,87,5153803.39,232376.83,232376.83,0.0,114050,141776,-1872,0,-38,0,-8646,0,1400,-14293.17
age18-104729,2055/56,48,26,15,10,0,0,12,137,86,5315905.9,162102.51,162102.51,0.0,55325,126287,-1833,0,-84,0,-6166.16,-540,1400,-12286.33
age18-104729,2056/57,49,20,7,11,0,0,8,138,84,5411824.44,95918.54,95918.54,0.0,20500,90075,-1755,0,-84,0,-5598.44,-180,1400,-8439.02
age18-104729,2057/58,50,18,12,6,0,0,2,133,83,5470399.55,58575.11,58575.11,0.0,1250,69894,-1872,0,-38,-1335,-2202,-540,-50,-6531.89
age18-104729,2058/59,51,12,7,5,0,0,4,139,82,5494370.23,23970.68,23970.68,0.0,750,29863,-1872,0,0,-375,-1436.16,0,50,-3009.16
age18-104729,2059/60,52,10,6,4,0,0,1,107,80,5506187.89,11817.66,11817.66,0.0,0,17293,-1872,0,-84,-375,-1499.88,0,450,-2094.46
age18-104729,2060/61,53,7,2,5,0,0,1,103,78,5519406.59,13218.7,13218.7,0.0,0,18812,-1872,0,0,-375,-1436.16,0,50,-1960.14
age18-104729,2061/62,54,6,0,6,0,0,0,69,76,5537003.98,17597.39,17597.39,0.0,0,23563,-1872,0,0,-375,-1436.16,0,50,-2332.45
age18-104729,2062/63,55,9,1,8,0,0,0,73,74,5550629.62,13625.64,13625.64,0.0,0,20801,-1872,0,0,-1335,-1937.76,0,150,-2180.6
age18-104729,2063/64,56,8,3,5,0,0,0,54,72,5555056.03,4426.41,4426.41,0.0,0,9326,-1872,0,0,-375,-1632,0,300,-1320.59
age18-104729,2064/65,57,6,1,5,0,0,0,56,70,5567246.01,12189.98,12189.98,0.0,0,17843,-1872,0,0,-375,-1436.16,0,-50,-1919.86
age18-104729,2065/66,58,6,0,6,0,0,0,47,68,5582988.25,15742.24,15742.24,0.0,0,20862,-585,0,0,-375,-1632,-360,-50,-2117.76
age18-104729,2066/67,59,7,2,5,0,0,0,97,66,5595303.08,12314.83,12314.83,0.0,0,17281,-1443,0,0,-375,-1499.88,0,200,-1848.29
age18-104729,2067/68,60,7,2,5,0,0,0,72,64,5611728.94,16425.86,16425.86,0.0,0,23583,-1872,0,-38,-1235,-1632,0,50,-2430.14
age18-104729,2068/69,61,8,1,7,0,0,0,34,61,5622339.78,10610.84,10610.84,0.0,0,18094,-1872,0,-84,-1335,-2202,0,-50,-1940.16
age18-104729,2069/70,62,4,0,4,0,0,0,37,59,5634048.51,11708.73,11708.73,0.0,0,16814,-1872,0,0,-175,-1632,0,-50,-1376.27
age18-104729,2070/71,63,6,0,6,0,0,0,14,57,5651920.5,17871.99,17871.99,0.0,0,23998,-1794,0,0,-375,-1632,0,50,-2375.01
age18-104729,2071/72,64,6,0,6,0,0,0,35,55,5663276.16,11355.66,11355.66,0.0,0,17230,-1794,0,0,-375,-1632,-180,-50,-1843.34
age18-104729,2072/73,65,6,0,6,0,0,0,34,53,5669778.05,6501.89,6501.89,0.0,0,11875,-1872,0,0,-375,-1632,0,-50,-1444.11
age18-130363,2026/27,19,45,30,15,1,0,0,83,72,24686.18,16686.18,16686.18,0.0,5450,26645,-5230,0,-8782,-1770,-4576.8,-180,-50,5179.98
age18-130363,2027/28,20,47,35,12,2,0,3,134,75,43245.23,18559.05,18559.05,0.0,270,22700,-1755,0,-84,-1830,-4224.88,-360,300,3542.93
age18-130363,2028/29,21,59,49,10,3,0,5,131,79,64328.68,21083.45,21083.45,0.0,3060,24103,-1872,0,-122,-1830,-4546.08,0,50,2240.53
age18-130363,2029/30,22,30,19,11,0,0,7,141,81,90652.43,26323.75,26323.75,0.0,12890,25377,-1872,0,0,-1785,-3806.88,-360,450,-4569.37
age18-130363,2030/31,23,39,29,10,1,0,8,138,82,111115.84,20463.41,20463.41,0.0,5400,26846,-1872,0,-122,-1785,-3806.88,-720,450,-3926.71
age18-130363,2031/32,24,33,24,9,2,0,11,138,84,204500.84,93385.0,93385.0,0.0,78600,24342,-1872,0,-84,-1785,-4006.44,-180,-50,-1579.56
age18-130363,2032/33,25,39,31,8,1,0,23,138,85,248677.78,44176.94,44176.94,0.0,26250,27500,-1872,0,-38,-825,-3305.28,0,300,-3832.78
age18-130363,2033/34,26,22,11,10,0,0,9,147,86,304351.2,55673.42,55673.42,0.0,27600,39040,-1872,0,-84,0,-5480.64,0,1400,-4929.94
age18-130363,2034/35,27,27,14,11,0,0,16,147,87,397350.36,92999.16,92999.16,0.0,45200,63436,-1872,0,-122,0,-6228,0,0,-7414.84
age18-130363,2035/36,28,42,38,4,5,0,25,139,88,565433.3,168082.94,168082.94,0.0,100000,53171,-1872,0,-84,-725,-3225,-180,200,20797.94
age18-130363,2036/37,29,23,12,10,0,0,12,136,89,627426.91,61993.61,61993.61,0.0,31900,42050,-1872,0,-38,0,-5613.52,-180,1000,-5252.87
age18-130363,2037/38,30,27,15,10,1,0,28,138,90,861666.98,234240.07,234240.07,0.0,174500,65152,-156,0,-84,0,-6483.84,-180,1000,491.91
age18-130363,2038/39,31,25,12,12,0,0,19,141,91,972031.78,110364.8,110364.8,0.0,60800,66158,-1872,0,-122,0,-6913.24,0,400,-8085.96
age18-130363,2039/40,32,22,11,9,0,0,16,139,91,1069515.75,97483.97,97483.97,0.0,42350,70098,-1872,0,-84,0,-6437,-180,1400,-7791.03
age18-130363,2040/41,33,19,15,4,0,0,13,132,92,1119338.27,49822.52,49822.52,0.0,3150,57025,-1833,0,-38,-1335,-1436.16,-180,50,-5580.32
age18-130363,2041/42,34,24,11,10,0,0,10,139,92,1178937.92,59599.65,59599.65,0.0,26150,47556,-1755,0,-84,0,-5591.88,0,400,-7075.47
age18-130363,2042/43,35,25,13,11,0,0,22,136,93,1287433.64,108495.72,108495.72,0.0,56350,65900,-1872,0,0,0,-6418,0,2000,-7464.28
age18-130363,2043/44,36,19,15,4,0,0,10,135,93,1325825.48,38391.84,38391.84,0.0,750,46832,-1872,0,-122,-1235,-1499.88,0,450,-4911.28
age18-130363,2044/45,37,17,14,3,0,0,7,144,93,1344963.4,19137.92,19137.92,0.0,750,25926,-1872,0,0,-1335,-1568.28,0,450,-3212.8
age18-130363,2045/46,38,30,19,9,0,0,28,142,93,1431874.34,86910.94,86910.94,0.0,70500,29136,-1872,0,-122,0,-6513,0,1000,-5218.06
age18-130363,2046/47,39,23,10,12,0,0,17,139,93,1513222.62,81348.28,81348.28,0.0,35350,59820,-1872,0,-84,0,-5898.64,0,1000,-6967.08
age18-130363,2047/48,40,13,8,5,0,0,5,134,93,1545768.9,32546.28,32546.28,0.0,0,40749,-1872,0,0,-1235,-1436.16,0,450,-4109.56
age18-130363,2048/49,41,20,16,4,0,0,9,131,92,1571290.54,25521.64,25521.64,0.0,3500,28697,-1872,0,0,-375,-1436.16,-180,450,-3262.2
age18-130363,2049/50,42,27,25,2,2,0,13,141,91,1608019.54,36729,36729,0,13100,25376,-1872,0,-122,-375,-1632,0,50,2204
age18-130363,2050/51,43,23,12,10,0,0,18,136,91,1680806.09,72786.55,72786.55,0.0,37100,51276,-1872,0,-84,0,-7355,-720,1400,-6958.45
age18-130363,2051/52,44,24,14,8,0,0,14,138,89,1769295.79,88489.7,88489.7,0.0,34600,67067,-1014,0,-38,0,-6228,-180,2000,-7717.3
age18-130363,2052/53,45,17,13,4,0,0,7,136,88,1823481.68,54185.89,54185.89,0.0,1940,61099,-1014,0,-84,-375,-1632,-180,200,-5768.11
age18-130363,2053/54,46,16,12,4,0,0,6,136,87,1846604.04,23122.36,23122.36,0.0,1915,28132,-1872,0,0,-375,-1632,0,200,-3245.64
age18-130363,2054/55,47,10,6,4,0,0,6,133,86,1865227.22,18623.18,18623.18,0.0,350,24462,-1872,0,0,-375,-1632,0,300,-2609.82
age18-130363,2055/56,48,13,9,4,0,0,5,138,85,1882178.1,16950.88,16950.88,0.0,350,23050,-1794,0,-38,-375,-1436.16,-180,-50,-2575.96
age18-130363,2056/57,49,12,7,5,0,0,3,136,83,1898794.26,16616.16,16616.16,0.0,0,23640,-1794,0,-84,-1235,-1597.8,0,450,-2763.04
age18-130363,2057/58,50,16,9,7,0,0,3,138,82,1914434.78,15640.52,15640.52,0.0,0,23894,-1872,0,0,-1335,-1937.76,-360,50,-2798.72
age18-130363,2058/59,51,7,3,4,0,0,1,121,80,1932546.23,18111.45,18111.45,0.0,0,24266,-1872,0,0,-375,-1568.28,0,50,-2389.27
age18-130363,2059/60,52,7,1,6,0,0,1,102,78,1943142.24,10596.01,10596.01,0.0,0,15912,-1872,0,0,-375,-1632,0,300,-1736.99
age18-130363,2060/61,53,6,0,6,0,0,0,62,76,1958338.13,15195.89,15195.89,0.0,0,21281,-1872,0,0,-375,-1632,0,-50,-2156.11
age18-130363,2061/62,54,7,1,6,0,0,0,72,74,1969034.2,10696.07,10696.07,0.0,0,16419,-1872,0,0,-375,-1632,0,-50,-1793.93
age18-130363,2062/63,55,6,0,6,0,0,0,68,72,1983727.24,14693.04,14693.04,0.0,0,21541,-1872,0,0,-1235,-1499.88,0,-50,-2191.08
age18-130363,2063/64,56,6,0,6,0,0,0,57,69,1999958.14,16230.9,16230.9,0.0,0,22291,-1872,0,-84,-375,-1436.16,0,-50,-2242.94
age18-130363,2064/65,57,6,0,6,0,0,0,44,67,2006229.52,6271.38,6271.38,0.0,0,11556,-1872,0,0,-375,-1568.28,0,-50,-1419.34
age18-130363,2065/66,58,6,0,6,0,0,0,43,65,2015391.6,9162.08,9162.08,0.0,0,14612,-1872,0,0,-375,-1436.16,-180,50,-1636.76
age18-130363,2066/67,59,6,0,6,0,0,0,39,63,2025738.18,10346.58,10346.58,0.0,0,14528,-585,0,-38,-375,-1499.88,0,-50,-1633.54
age18-130363,2067/68,60,8,0,8,0,0,0,42,61,2031531.6,5793.42,5793.42,0.0,0,12238,-1443,0,0,-1335,-2138.28,0,-50,-1478.3
age18-130363,2068/69,61,8,0,8,0,0,0,30,58,2033196.74,1665.14,1665.14,0.0,0,8222,-1872,0,0,-1335,-2133.6,0,-50,-1166.26
age18-130363,2069/70,62,6,0,6,0,0,0,33,55,2036582.77,3386.03,3386.03,0.0,0,8268,-1872,0,0,-375,-1436.16,0,-50,-1148.81
age18-130363,2070/71,63,6,0,6,0,0,0,22,53,2042970.37,6387.6,6387.6,0.0,0,11397,-1755,0,0,-375,-1436.16,0,-50,-1393.24
age18-130363,2071/72,64,6,0,6,0,0,0,21,50,2057876.01,14905.64,14905.64,0.0,0,20715,-1833,0,0,-375,-1436.16,0,-50,-2115.2
age18-130363,2072/73,65,6,0,6,0,0,0,21,48,2071496.97,13620.96,13620.96,0.0,0,19585,-1872,0,0,-375,-1632,0,-50,-2035.04
age21-104729,2026/27,22,21,15,6,0,0,0,76,77,24763.44,16763.44,16763.44,0.0,1290,25459,-8691,0,-8782,-1335,-1854.16,-180,-50,10906.6
age21-104729,2027/28,23,25,11,13,0,0,1,110,80,78437.11,53673.67,53673.67,-0.0,17500,38588,-546,0,0,0,-5549.04,0,1000,2680.71
age21-104729,2028/29,24,21,9,10,0,0,7,137,83,145628.04,67190.93,67190.93,0.0,18150,61884,-1443,0,-122,0,-6228,0,1000,-6050.07
age21-104729,2029/30,25,49,45,4,4,0,28,141,84,301451.52,155823.48,155823.48,0.0,91940,55080,-1872,0,-84,-1685,-3756,0,200,16000.48
age21-104729,2030/31,26,21,9,11,0,0,7,137,85,350764.82,49313.3,49313.3,0.0,29750,31607,-1872,0,-38,0,-6228,-360,2000,-5545.7
age21-104729,2031/32,27,20,8,10,0,0,4,137,87,412417.98,61653.16,61653.16,0.0,13500,62004,-1872,0,-84,0,-6228,0,1000,-6666.84
age21-104729,2032/33,28,35,29,6,2,0,14,137,88,501796.7,89378.72,89378.72,0.0,47470,49174,-1872,0,-84,-725,-3225,0,300,-1659.28
age21-104729,2033/34,29,28,14,11,0,0,11,141,88,565571.86,63775.16,63775.16,0.0,37600,39404,-1872,0,-38,0,-6379,0,1000,-5939.84
age21-104729,2034/35,30,28,14,9,1,0,21,140,89,683012.52,117440.66,117440.66,0.0,66250,61250,-1872,0,-84,0,-6608,0,400,-1895.34
age21-104729,2035/36,31,33,27,6,2,0,18,141,90,808382.57,125370.05,125370.05,0.0,82220,48018,-1872,0,-122,-1685,-3590.64,0,-50,2451.69
age21-104729,2036/37,32,24,14,10,0,0,19,142,91,864014.14,55631.57,55631.57,0.0,34400,33046,-1872,0,0,0,-5564.24,0,400,-4778.19
age21-104729,2037/38,33,29,17,12,0,0,19,136,91,964339.39,100325.25,100325.25,0.0,51150,62490,-1872,0,-122,0,-5815.04,0,2000,-7505.71
age21-104729,2038/39,34,15,11,4,1,0,7,141,92,1030274.98,65935.59,65935.59,0.0,9450,58509,-1872,0,0,-375,-1632,0,50,1805.59
age21-104729,2039/40,35,26,14,10,0,0,17,140,92,1122509.27,92234.29,92234.29,0.0,73000,31712,-1872,0,-84,0,-6513,0,400,-4408.71
age21-104729,2040/41,36,28,16,11,0,0,21,138,92,1224445.47,101936.2,101936.2,0.0,52250,65308,-1833,0,-122,0,-6149.44,0,1000,-8517.36
age21-104729,2041/42,37,21,8,11,0,0,11,136,92,1306522.42,82076.95,82076.95,0.0,29100,67639,-1755,0,-84,0,-5898.64,0,1000,-7924.41
age21-104729,2042/43,38,16,10,6,0,0,7,133,92,1345773.74,39251.32,39251.32,0.0,540,46188,-156,0,-38,-1235,-1436.16,0,200,-4811.52
age21-104729,2043/44,39,20,17,3,0,0,13,142,92,1366712.42,20938.68,20938.68,0.0,2540,25864,-1872,0,0,-1335,-1436.16,0,450,-3272.16
age21-104729,2044/45,40,21,11,10,0,0,11,138,92,1419255.9,52543.48,52543.48,0.0,22400,42124,-1872,0,-84,0,-5591.88,0,1000,-5432.64
age21-104729,2045/46,41,23,11,12,0,0,8,144,92,1499482.98,80227.08,80227.08,0.0,33750,60540,-1872,0,-122,0,-5480.64,0,400,-6988.28
age21-104729,2046/47,42,21,15,6,0,0,6,132,91,1541803.8,42320.82,42320.82,0.0,2000,50708,-1872,0,0,-1335,-1917,0,50,-5313.18
age21-104729,2047/48,43,18,13,5,0,0,9,130,91,1564902.17,23098.37,23098.37,0.0,1025,28871,-1872,0,-84,-375,-1632,0,450,-3284.63
age21-104729,2048/49,44,14,10,4,0,0,9,132,90,1581922.11,17019.94,17019.94,0.0,462.5,22938,-1872,0,0,-375,-1632,0,50,-2551.56
age21-104729,2049/50,45,15,11,4,0,0,8,139,89,1594627.56,12705.45,12705.45,0.0,602.5,17972,-1872,0,-38,-375,-1632,-180,450,-2222.05
age21-104729,2050/51,46,12,8,4,0,0,3,130,88,1613297.92,18670.36,18670.36,0.0,412.5,24520,-1872,0,0,-375,-1436.16,-180,200,-2598.98
age21-104729,2051/52,47,18,14,4,0,0,6,104,87,1630229.24,16931.32,16931.32,0.0,350,24268,-1872,0,-84,-1235,-1436.16,0,150,-3209.52
age21-104729,2052/53,48,9,4,5,0,0,2,135,86,1648615.46,18386.22,18386.22,0.0,0,24263,-1872,0,0,-375,-1436.16,-180,450,-2463.62
age21-104729,2053/54,49,10,4,6,0,0,5,130,84,1665665.2,17049.74,17049.74,0.0,0,22836,-1872,0,0,-375,-1436.16,0,200,-2303.1
age21-104729,2054/55,50,9,4,5,0,0,3,136,83,1683120.02,17454.82,17454.82,0.0,350,23196,-1872,0,0,-375,-1632,0,200,-2412.18
age21-104729,2055/56,51,8,3,5,0,0,0,94,82,1700176.46,17056.44,17056.44,0.0,0,23038,-1794,0,0,-375,-1632,0,200,-2380.56
age21-104729,2056/57,52,9,4,5,0,0,1,100,80,1717978.54,17802.08,17802.08,0.0,0,24076,-936,0,-122,-1235,-1436.16,-360,300,-2484.76
age21-104729,2057/58,53,9,2,7,0,0,0,83,78,1734525.72,16547.18,16547.18,0.0,0,23150,-1014,0,0,-1335,-1937.76,0,50,-2366.06
age21-104729,2058/59,54,8,3,5,0,0,1,130,76,1750529.74,16004.02,16004.02,0.0,0,22111,-1872,0,0,-375,-1568.28,0,-50,-2241.7
age21-104729,2059/60,55,8,3,5,0,0,0,67,74,1760391.02,9861.28,9861.28,0.0,0,15619,-1872,0,0,-375,-1499.88,-180,-50,-1780.84
age21-104729,2060/61,56,6,1,5,0,0,0,64,72,1775698.13,15307.11,15307.11,0.0,0,20912,-1872,0,0,-375,-1436.16,0,200,-2121.73
age21-104729,2061/62,57,6,0,6,0,0,0,40,70,1785761.05,10062.92,10062.92,0.0,0,15409,-1872,0,0,-375,-1436.16,0,50,-1712.92
age21-104729,2062/63,58,8,0,8,0,0,0,59,67,1796847.8,11086.75,11086.75,0.0,0,18278,-1872,0,0,-1335,-2006.16,0,-50,-1928.09
age21-104729,2063/64,59,6,0,6,0,0,0,41,66,1803024.88,6177.08,6177.08,0.0,0,11575,-1872,0,0,-375,-1499.88,-180,-50,-1421.04
age21-104729,2064/65,60,6,1,5,0,0,0,44,64,1814055.58,11030.7,11030.7,0.0,0,16788,-1872,0,0,-375,-1632,0,-50,-1828.3
