case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,teamAndStoryEvents,other
age38-130363,2047/48,60,7,1,6,0,0,0,55,54,573317.46,5480.68,5480.68,0.0,0,10594,-1872,0,0,-375,-1470.36,0,-50,-1345.96
age38-130363,2048/49,61,6,0,6,0,0,0,39,52,586107.8,12790.34,12790.34,0.0,0,18684,-1872,0,0,-375,-1632,0,-50,-1964.66
age38-130363,2049/50,62,6,0,6,0,0,0,27,50,596815.16,10707.36,10707.36,0.0,0,16440,-1872,0,0,-375,-1632,0,-50,-1803.64
age38-130363,2050/51,63,6,0,6,0,0,0,25,47,607606.02,10790.86,10790.86,0.0,0,16606,-1872,0,-84,-375,-1632,0,-50,-1802.14
age38-130363,2051/52,64,8,0,8,0,0,0,22,44,612164.22,4558.2,4558.2,0.0,0,11328,-1872,0,0,-1335,-2202,0,50,-1410.8
age38-130363,2052/53,65,6,0,6,0,0,0,14,42,616940.54,4776.32,4776.32,0.0,0,9958,-1872,0,0,-375,-1597.8,0,-50,-1286.88
age39-104729,2026/27,40,20,10,10,0,0,0,99,76,71373.07,63373.07,63373.07,0.0,39450,37310,-10314,0,-8782,0,-6342,0,800.0,11251.07
age39-104729,2027/28,41,21,9,12,0,0,3,136,76,145740.79,74367.72,74367.72,0.0,32750,55294,-1365,0,0,0,-7083,0,0,-5228.28
age39-104729,2028/29,42,18,14,4,1,0,3,122,76,198212.49,52471.7,52471.7,0.0,11450,43194,-585,0,-84,-375,-1436.16,0,300,7.86
age39-104729,2029/30,43,21,8,12,0,0,1,130,77,235824.12,37611.63,37611.63,0.0,20250,30357,-1872,0,-38,0,-6228,0,400,-5257.37
age39-104729,2030/31,44,16,3,13,0,0,2,130,77,291939.4,56115.28,56115.28,0.0,10250,60389,-1872,0,-84,0,-6133,-360,0,-6074.72
age39-104729,2031/32,45,11,7,4,0,0,1,127,77,330541.54,38602.14,38602.14,0.0,250,46054,-1872,0,0,-375,-1499.88,0,200,-4154.98
age39-104729,2032/33,46,13,9,4,1,0,1,121,76,353368.62,22827.08,22827.08,0.0,1000,25522,-1872,0,0,-375,-1436.16,-360,150,198.24
